,bid,ask,last,openinterest,type,expiration,strike,underlying,underlying_last,quotedate,implied_vol,delta,gamma,vega,theta,rho,ticker,event_date,day_to_event
2016-01-08,658.0,708.0,676.2,0.0,call,2016-01-21,4300,AS51,4990.839,2016-01-08,,,,,,,AS51 01-21-16 C4300 Index,2015-12-16,-23
2016-01-11,577.0,627.0,618.5,0.0,call,2016-01-21,4300,AS51,4932.237,2016-01-11,,,,,,,AS51 01-21-16 C4300 Index,2015-12-16,-26
2016-01-12,645.0,695.0,630.1,0.0,call,2016-01-21,4300,AS51,4925.1320000000005,2016-01-12,0.5319744022817102,0.9503427947625754,0.00024479958775969863,0.7789091608924461,-1.9191430444716902,0.9987444763038721,AS51 01-21-16 C4300 Index,2015-12-16,-27
2016-01-13,628.0,678.0,686.3,0.0,call,2016-01-21,4300,AS51,4987.44,2016-01-13,0.4758622667225533,0.9825197909532006,0.00011691255128781873,0.3033157048962361,-0.5000007646967309,0.9236073438228233,AS51 01-21-16 C4300 Index,2015-12-16,-28
2016-01-14,596.0,646.0,630.0,0.0,call,2016-01-21,4300,AS51,4909.383,2016-01-14,0.7530094330505359,0.905468643762831,0.0003266525187864282,1.1369606456546257,-5.75017588396679,0.7316999059467422,AS51 01-21-16 C4300 Index,2015-12-16,-29
2016-01-15,635.0,683.0,583.7,0.0,call,2016-01-21,4300,AS51,4892.8009999999995,2016-01-15,,,,,,,AS51 01-21-16 C4300 Index,2015-12-16,-30
2016-01-18,524.0,573.0,568.3,0.0,call,2016-01-21,4300,AS51,4858.702,2016-01-18,0.8946836520110298,0.9383337870497124,0.0003073394541970729,0.5335274074224887,-7.584897579597538,0.32800966420323385,AS51 01-21-16 C4300 Index,2015-12-16,-33
2016-01-19,533.0,583.0,600.4,0.0,call,2016-01-21,4300,AS51,4903.069,2016-01-19,,,,,,,AS51 01-21-16 C4300 Index,2015-12-16,-34
2016-01-20,603.0,624.0,556.3,0.0,call,2016-01-21,4300,AS51,4841.526,2016-01-20,1.6454153449334135,0.9219994372096592,0.0003493341625931465,0.3691375916755058,-30.006240922899252,0.10705710266399815,AS51 01-21-16 C4300 Index,2015-12-16,-35
2016-01-21,,,610.0,0.0,call,2016-01-21,4300,AS51,4864.004,2016-01-21,3.8749376154422195,0.8569401335141587,0.0003788652314913748,0.34732601508962613,-184.02200720027378,0.035581602371734015,AS51 01-21-16 C4300 Index,2015-12-16,-36
2015-11-20,163.0,181.0,174.1,0.0,call,2016-02-18,5250,AS51,5256.144,2015-11-20,0.18247077138359333,0.4879241324692926,0.0008283154942281602,10.296111758536329,-0.8421736311987724,5.894382332055643,AS51 02-18-16 C5250 Index,2015-12-16,26
2015-11-23,169.0,185.0,180.3,1.0,call,2016-02-18,5250,AS51,5276.422,2015-11-23,0.18116903948297322,0.5052713101386225,0.000845392289140395,10.163603103462172,-0.8487263620392417,5.924877949047391,AS51 02-18-16 C5250 Index,2015-12-16,23
2015-11-24,136.0,154.0,148.4,19.0,call,2016-02-18,5250,AS51,5226.389,2015-11-24,0.17433168468786314,0.46022113572848417,0.0008891212301151065,9.975768365497325,-0.8227643930796935,5.31761486562032,AS51 02-18-16 C5250 Index,2015-12-16,22
2015-11-25,125.0,143.0,139.1,169.0,call,2016-02-18,5250,AS51,5193.681,2015-11-25,0.18057502672983072,0.4343509274452872,0.0008620524243341725,9.778403842880925,-0.8620352102221971,4.929488041984168,AS51 02-18-16 C5250 Index,2015-12-16,21
2015-11-26,143.0,151.0,147.1,200.0,call,2016-02-18,5250,AS51,5210.697,2015-11-26,0.18195349481930065,0.44956289018021506,0.0008623702976938588,9.804653558441325,-0.8783542148042487,5.052510253878455,AS51 02-18-16 C5250 Index,2015-12-16,20
2015-11-27,120.0,138.0,136.2,200.0,call,2016-02-18,5250,AS51,5202.584,2015-11-27,0.1753584628093122,0.43923256459067855,0.0008986317314607966,9.699110552147223,-0.8458924902462635,4.88664049216246,AS51 02-18-16 C5250 Index,2015-12-16,19
2015-11-30,109.0,123.0,122.3,231.0,call,2016-02-18,5250,AS51,5166.518,2015-11-30,0.17954371983792866,0.4087383893712999,0.0008877979590943547,9.325612749849375,-0.8815035312101117,4.360447662417161,AS51 02-18-16 C5250 Index,2015-12-16,16
2015-12-01,146.0,164.0,159.1,244.0,call,2016-02-18,5250,AS51,5266.139,2015-12-01,0.17183609341367462,0.4966995275240295,0.0009384324356277441,9.679128687585553,-0.847972680869391,5.31700031509297,AS51 02-18-16 C5250 Index,2015-12-16,15
2015-12-02,153.0,171.0,164.8,246.0,call,2016-02-18,5250,AS51,5258.339,2015-12-02,0.18266358859303403,0.4918249081823716,0.0008898489252076735,9.604332048037875,-0.9218401646173323,5.174460369249566,AS51 02-18-16 C5250 Index,2015-12-16,14
2015-12-03,128.0,146.0,143.4,246.0,call,2016-02-18,5250,AS51,5227.717000000001,2015-12-03,0.1765004665113213,0.4623185115116102,0.0009292156113790537,9.455496851709528,-0.8947327290408409,4.796088118832422,AS51 02-18-16 C5250 Index,2015-12-16,13
2015-12-04,105.0,113.0,109.2,233.0,call,2016-02-18,5250,AS51,5151.607,2015-12-04,0.1755905196019715,0.39085124901898854,0.0009238361301243836,8.964006939714906,-0.878584209380051,3.965142857829515,AS51 02-18-16 C5250 Index,2015-12-16,12
2015-12-07,98.0,105.0,101.9,238.0,call,2016-02-18,5250,AS51,5155.697,2015-12-07,0.16850106536628345,0.38782770230864194,0.0009796561164000241,8.7756859496517,-0.8572821907480718,3.7952442426191175,AS51 02-18-16 C5250 Index,2015-12-16,9
2015-12-08,76.0,90.0,89.5,258.0,call,2016-02-18,5250,AS51,5108.605,2015-12-08,0.1752592665154375,0.34830563147199783,0.0009245821991911732,8.3420117600959,-0.8769359427145282,3.333414359275407,AS51 02-18-16 C5250 Index,2015-12-16,8
2015-12-09,66.0,80.0,76.8,259.0,call,2016-02-18,5250,AS51,5080.4529999999995,2015-12-09,0.17224609253145798,0.318326670710077,0.0009198378061151033,7.954831673607544,-0.8393922813207921,2.9964795049978252,AS51 02-18-16 C5250 Index,2015-12-16,7
2015-12-10,62.0,68.0,67.2,388.0,call,2016-02-18,5250,AS51,5037.717000000001,2015-12-10,0.17760082279034872,0.2853988667080151,0.0008631336089777554,7.460977156161166,-0.834936424697369,2.6284687830602502,AS51 02-18-16 C5250 Index,2015-12-16,6
2015-12-11,45.0,77.0,53.6,388.0,call,2016-02-18,5250,AS51,5029.45,2015-12-11,0.1630309785181601,0.25779350565885795,0.0009021266178880534,7.032906580787404,-0.7306004058125409,2.3497043491912355,AS51 02-18-16 C5250 Index,2015-12-16,5
2015-12-14,31.0,36.0,32.9,413.0,call,2016-02-18,5250,AS51,4928.598,2015-12-14,0.16812990876058467,0.17800606863473992,0.0007372536462039129,5.444522167855966,-0.6257981356352317,1.5268970782144868,AS51 02-18-16 C5250 Index,2015-12-16,2
2015-12-15,30.0,35.0,32.6,456.0,call,2016-02-18,5250,AS51,4909.555,2015-12-15,0.1749841090594157,0.1729016718503725,0.0007035474402544923,5.284412964316893,-0.6457796952885096,1.4536319832928246,AS51 02-18-16 C5250 Index,2015-12-16,1
2015-12-16,48.0,56.0,53.8,510.0,call,2016-02-18,5250,AS51,5028.447,2015-12-16,0.1692160848691689,0.25867176874873343,0.0009044985318891394,6.785851828638998,-0.7965113625313321,2.186375503867199,AS51 02-18-16 C5250 Index,2015-12-16,0
2015-12-17,60.0,74.0,70.5,649.0,call,2016-02-18,5250,AS51,5102.008,2015-12-17,0.16398113991300511,0.32192743638864796,0.0010267359339464616,7.564541649736603,-0.8573495512801164,2.713274258084535,AS51 02-18-16 C5250 Index,2015-12-16,-1
2015-12-18,64.0,79.0,73.3,652.0,call,2016-02-18,5250,AS51,5106.659000000001,2015-12-18,0.16683400006259344,0.3288383927010239,0.001025205918208477,7.576492705659189,-0.8893338235091881,2.727941461183494,AS51 02-18-16 C5250 Index,2015-12-16,-2
2015-12-21,64.0,78.0,67.3,652.0,call,2016-02-18,5250,AS51,5109.049,2015-12-21,0.1612931122728977,0.3219181634071263,0.0010774650937794795,7.332605403151396,-0.8751449337582149,2.5497628651886006,AS51 02-18-16 C5250 Index,2015-12-16,-5
2015-12-22,63.0,70.0,68.2,686.0,call,2016-02-18,5250,AS51,5116.691,2015-12-22,0.16033396566029617,0.3280363825992407,0.0011000308191998667,7.337428753611277,-0.8844423558220394,2.5587705966588845,AS51 02-18-16 C5250 Index,2015-12-16,-6
2015-12-23,64.0,78.0,72.9,686.0,call,2016-02-18,5250,AS51,5141.779,2015-12-23,0.1563885191065747,0.3511231004083867,0.0011617461909051092,7.5010995294562655,-0.8895043768176204,2.705543860093147,AS51 02-18-16 C5250 Index,2015-12-16,-7
2015-12-24,92.0,98.0,94.0,746.0,call,2016-02-18,5250,AS51,5207.649,2015-12-24,0.1517896535341355,0.42661549786241243,0.0012596250828950438,7.955400381628673,-0.9062749059485303,3.264360853872627,AS51 02-18-16 C5250 Index,2015-12-16,-8
2015-12-29,135.0,151.0,141.2,804.0,call,2016-02-18,5250,AS51,5267.344,2015-12-29,0.18269977399328136,0.507242338219503,0.0011016971459764623,7.802987488237134,-1.189579668642129,3.535934636303835,AS51 02-18-16 C5250 Index,2015-12-16,-13
2015-12-30,158.0,167.0,164.6,810.0,call,2016-02-18,5250,AS51,5319.941999999999,2015-12-30,0.17797725587123464,0.5666073630984688,0.0011139002451807307,7.686024079466987,-1.132939519477022,3.903723710214785,AS51 02-18-16 C5250 Index,2015-12-16,-14
2015-12-31,134.0,152.0,141.5,810.0,call,2016-02-18,5250,AS51,5295.859,2015-12-31,0.16670563302422117,0.5415001646640965,0.001218149314719847,7.645868830334758,-1.0777773626100453,3.659841575516549,AS51 02-18-16 C5250 Index,2015-12-16,-15
2016-01-04,132.0,145.0,140.4,810.0,call,2016-02-18,5250,AS51,5270.475,2016-01-04,0.1895160832308094,0.5134222573845255,0.0011302726481986429,7.335816425844288,-1.3341213459736951,3.1630428147805976,AS51 02-18-16 C5250 Index,2015-12-16,-19
2016-01-05,82.0,96.0,87.7,870.0,call,2016-02-18,5250,AS51,5184.434,2016-01-05,0.1731680427686046,0.4052493415977999,0.0012385252884727983,6.9492052506219535,-1.204979135874711,2.42697787568545,AS51 02-18-16 C5250 Index,2015-12-16,-20
2016-01-06,54.0,66.0,61.7,970.0,call,2016-02-18,5250,AS51,5123.134,2016-01-06,0.16951731658263694,0.32570242735298965,0.0012047032656064222,6.3145321452250185,-1.1160014257201962,1.8930805127821677,AS51 02-18-16 C5250 Index,2015-12-16,-21
2016-01-07,31.0,40.0,36.5,1025.0,call,2016-02-18,5250,AS51,5010.34,2016-01-07,0.180233507742932,0.21498543598808154,0.0009517503128979129,4.955065334633569,-0.9802720036925636,1.1974604228120012,AS51 02-18-16 C5250 Index,2015-12-16,-22
2016-01-08,28.0,34.0,31.3,1114.0,call,2016-02-18,5250,AS51,4990.839,2016-01-08,0.17968042040479465,0.19341152213424706,0.0009109828133495483,4.5798267691015075,-0.9293152310906574,1.0491346979834382,AS51 02-18-16 C5250 Index,2015-12-16,-23
2016-01-11,23.0,26.0,23.3,1109.0,call,2016-02-18,5250,AS51,4932.237,2016-01-11,0.19123120742726768,0.1513994232228507,0.0007696736662364646,3.727726153766301,-0.8805922980421931,0.7531681590668309,AS51 02-18-16 C5250 Index,2015-12-16,-26
2016-01-12,21.0,,24.0,1109.0,call,2016-02-18,5250,AS51,4925.1320000000005,2016-01-12,0.19847189931927928,0.15236749088396362,0.00075585402550339,3.6887698969798395,-0.931657591899018,0.7363811010727601,AS51 02-18-16 C5250 Index,2015-12-16,-27
2016-01-13,27.0,30.0,27.0,1155.0,call,2016-02-18,5250,AS51,4987.44,2016-01-13,0.1821561447886622,0.17912930823388223,0.000915372812900099,4.090786745143314,-0.9663419134730697,0.8545282294270622,AS51 02-18-16 C5250 Index,2015-12-16,-28
2016-01-14,15.0,21.0,20.1,1208.0,call,2016-02-18,5250,AS51,4909.383,2016-01-14,0.19898972195137563,0.13495224070416964,0.0007165672994684292,3.2954645118047385,-0.8859245846220827,0.6160309115444806,AS51 02-18-16 C5250 Index,2015-12-16,-29
2016-01-15,10.0,15.0,12.5,1313.0,call,2016-02-18,5250,AS51,4892.8009999999995,2016-01-15,0.18244560659165276,0.09922690581513875,0.000639788246996579,2.602979963180624,-0.6612077798754359,0.44060041468420197,AS51 02-18-16 C5250 Index,2015-12-16,-30
2016-01-18,6.0,12.0,9.7,1313.0,call,2016-02-18,5250,AS51,4858.702,2016-01-18,0.19174390545458514,0.0804508469630065,0.0005493821392143463,2.11205615383404,-0.6232682667535198,0.32374760061004004,AS51 02-18-16 C5250 Index,2015-12-16,-33
2016-01-19,10.0,13.0,12.3,1312.0,call,2016-02-18,5250,AS51,4903.069,2016-01-19,0.18863774911822623,0.10009275613768874,0.0006616408336382627,2.4661262511713447,-0.7377759199405813,0.39325618335062584,AS51 02-18-16 C5250 Index,2015-12-16,-34
2016-01-20,5.0,13.0,8.0,1346.0,call,2016-02-18,5250,AS51,4841.526,2016-01-20,0.19580162236458865,0.06924367922050857,0.0004978884189222063,1.8155908309429754,-0.587281748332578,0.2600029349361865,AS51 02-18-16 C5250 Index,2015-12-16,-35
2016-01-21,5.0,8.0,7.1,1127.0,call,2016-02-18,5250,AS51,4864.004,2016-01-21,0.1853445933287999,0.06618625968535781,0.0005145702067588003,1.7309222986263586,-0.5482922314344795,0.24151360251861206,AS51 02-18-16 C5250 Index,2015-12-16,-36
2016-01-22,8.0,10.0,8.1,1104.0,call,2016-02-18,5250,AS51,4915.9529999999995,2016-01-22,0.1735483606829123,0.07866852812286428,0.0006320926802069694,1.9610452762497739,-0.6007266018806178,0.2800830477929268,AS51 02-18-16 C5250 Index,2015-12-16,-37
2016-01-25,12.0,23.0,12.0,1154.0,call,2016-02-18,5250,AS51,5006.564,2016-01-25,0.1610031670838006,0.12000944555665129,0.0009670056837905855,2.5660278613803142,-0.8148617121238071,0.38717915821406484,AS51 02-18-16 C5250 Index,2015-12-16,-40
2016-01-27,7.0,9.0,8.7,1167.0,call,2016-02-18,5250,AS51,4946.441,2016-01-27,0.1809828656999666,0.08738581753681393,0.0007223250712568495,1.9279050130462967,-0.7600111280452971,0.25528968205527497,AS51 02-18-16 C5250 Index,2015-12-16,-42
2016-01-28,6.0,10.0,8.8,1188.0,call,2016-02-18,5250,AS51,4976.164000000001,2016-01-28,0.17171667697605286,0.09344334915986915,0.0008140985930231214,1.9916145021852503,-0.7788146894350924,0.2624651515809368,AS51 02-18-16 C5250 Index,2015-12-16,-43
2016-01-29,4.0,12.0,11.8,1418.0,call,2016-02-18,5250,AS51,5005.524,2016-01-29,0.17526416097912595,0.1189960177298167,0.000967648375361193,2.328342776913883,-0.9747450626268496,0.3199109165211085,AS51 02-18-16 C5250 Index,2015-12-16,-44
2016-02-01,10.0,10.0,11.0,1728.0,call,2016-02-18,5250,AS51,5043.589,2016-02-01,0.164636320707232,0.1253925625037098,0.0011505111198351744,2.24415012972275,-1.0384962896043783,0.28943247484202456,AS51 02-18-16 C5250 Index,2015-12-16,-47
2016-02-02,3.0,8.0,5.4,1756.0,call,2016-02-18,5250,AS51,4993.322,2016-02-02,0.16539016455993358,0.07130758161837263,0.0007872948213082645,1.423158719829635,-0.7084659497029423,0.1537147248490152,AS51 02-18-16 C5250 Index,2015-12-16,-48
2016-02-03,1.0,10.0,2.7,1751.0,call,2016-02-18,5250,AS51,4876.7570000000005,2016-02-03,0.2013702221193241,0.034786902472111754,0.00038606880524949755,0.7598372620969761,-0.49711756511460553,0.06860846718048837,AS51 02-18-16 C5250 Index,2015-12-16,-49
2016-02-04,5.0,7.0,6.1,3663.0,call,2016-02-18,5250,AS51,4980.359,2016-02-04,0.18855481631721766,0.07510010951694251,0.0007701483749105236,1.381556031453959,-0.9018812579973841,0.1411221120184018,AS51 02-18-16 C5250 Index,2015-12-16,-50
2016-02-05,2.0,4.0,3.2,3713.0,call,2016-02-18,5250,AS51,4976.1759999999995,2016-02-05,0.17222978376993175,0.048190437808544595,0.000618946070655008,0.9401627043227615,-0.6045638326623678,0.08426995344331069,AS51 02-18-16 C5250 Index,2015-12-16,-51
2016-02-08,1.0,9.0,2.2,3713.0,call,2016-02-18,5250,AS51,4975.393,2016-02-08,0.18275611824218496,0.03702244514728382,0.0005374566483695475,0.6661580520195599,-0.5947386454724647,0.04986334641881639,AS51 02-18-16 C5250 Index,2015-12-16,-54
2016-02-09,1.0,2.0,0.7,3713.0,call,2016-02-18,5250,AS51,4832.076,2016-02-09,0.2328792625798979,0.011631473893272428,0.00017201550671028766,0.2306298805131202,-0.2941147473757587,0.013685958701336293,AS51 02-18-16 C5250 Index,2015-12-16,-55
2016-02-10,,2.0,0.6,3713.0,call,2016-02-18,5250,AS51,4775.68,2016-02-10,0.27166168062108037,0.009395026377302782,0.0001313817904946522,0.17841489932414248,-0.2995188655179897,0.009702496344012575,AS51 02-18-16 C5250 Index,2015-12-16,-56
2016-02-11,,2.0,0.2,3713.0,call,2016-02-18,5250,AS51,4821.077,2016-02-11,0.23333207796585706,0.004168355479172482,7.889962171918749e-05,0.08206211030375395,-0.13524577957124054,0.003815664084910606,AS51 02-18-16 C5250 Index,2015-12-16,-57
2016-02-12,,1.0,0.4,3673.0,call,2016-02-18,5250,AS51,4765.346,2016-02-12,0.30447935209209864,0.006690825877618085,0.00010064612858279441,0.11439372053618913,-0.2878329777826158,0.005175468547825286,AS51 02-18-16 C5250 Index,2015-12-16,-58
2016-02-15,,3.0,,3673.0,call,2016-02-18,5250,AS51,4843.46,2016-02-15,,,,,,,AS51 02-18-16 C5250 Index,2015-12-16,-61
2016-02-16,,3.0,,3489.0,call,2016-02-18,5250,AS51,4910.037,2016-02-16,,,,,,,AS51 02-18-16 C5250 Index,2015-12-16,-62
2016-02-17,,2.0,,3489.0,call,2016-02-18,5250,AS51,4882.1,2016-02-17,,,,,,,AS51 02-18-16 C5250 Index,2015-12-16,-63
2015-11-20,236.0,258.0,253.5,0.0,call,2016-02-18,5125,AS51,5256.144,2015-11-20,0.19839490698654602,0.5870848185334457,0.0007408516758711084,10.01257867205325,-0.8589342741021456,6.983759210364639,AS51 02-18-16 C5125 Index,2015-12-16,26
2015-11-23,240.0,262.0,261.9,0.0,call,2016-02-18,5125,AS51,5276.422,2015-11-23,0.1972717563427232,0.6046708540011043,0.0007463002385703965,9.769760665300149,-0.8547055593562319,6.980495285547634,AS51 02-18-16 C5125 Index,2015-12-16,23
2015-11-24,225.0,247.0,224.9,0.0,call,2016-02-18,5125,AS51,5226.389,2015-11-24,0.19036221142263962,0.5685357881600998,0.0008030417159434003,9.838477498602657,-0.8542257615991844,6.471180007774786,AS51 02-18-16 C5125 Index,2015-12-16,22
2015-11-25,218.0,238.0,209.7,0.0,call,2016-02-18,5125,AS51,5193.681,2015-11-25,0.1942696501768468,0.5422681353163842,0.0008049323891971145,9.822928101540393,-0.9002813355137635,6.070322067406612,AS51 02-18-16 C5125 Index,2015-12-16,21
2015-11-26,224.0,239.0,221.5,0.0,call,2016-02-18,5125,AS51,5210.697,2015-11-26,0.19770732385028508,0.5560137313275519,0.0007893095173438152,9.750977590389033,-0.9186201291555729,6.157819256715934,AS51 02-18-16 C5125 Index,2015-12-16,20
2015-11-27,231.0,253.0,209.3,0.0,call,2016-02-18,5125,AS51,5202.584,2015-11-27,0.19070810368753677,0.5507646026864907,0.0008262497363544766,9.698485292784946,-0.8882834961453202,6.039896605626215,AS51 02-18-16 C5125 Index,2015-12-16,19
2015-11-30,182.0,204.0,192.9,0.0,call,2016-02-18,5125,AS51,5166.518,2015-11-30,0.19665051281034843,0.5220134768104604,0.0008285619003202906,9.53263706952732,-0.9591770707421124,5.488420874923454,AS51 02-18-16 C5125 Index,2015-12-16,16
2015-12-01,226.0,248.0,237.1,0.0,call,2016-02-18,5125,AS51,5266.139,2015-12-01,0.1848731378096986,0.608012804415765,0.0008364250587555802,9.28153295709408,-0.8334111944876323,6.416920969995215,AS51 02-18-16 C5125 Index,2015-12-16,15
2015-12-02,226.0,248.0,245.0,0.0,call,2016-02-18,5125,AS51,5258.339,2015-12-02,0.1993981698975725,0.5971753218178067,0.0007879037235763625,9.283104120341589,-0.9382269982066023,6.18689649849495,AS51 02-18-16 C5125 Index,2015-12-16,14
2015-12-03,195.0,217.0,216.9,0.0,call,2016-02-18,5125,AS51,5227.717000000001,2015-12-03,0.18947962859958495,0.575673165779295,0.0008505492209271015,9.291460288273893,-0.9060701991314754,5.891146367931352,AS51 02-18-16 C5125 Index,2015-12-16,13
2015-12-04,158.0,176.0,172.8,0.0,call,2016-02-18,5125,AS51,5151.607,2015-12-04,0.18750151664916492,0.5097104748593553,0.0008960775068694547,9.284457615963035,-0.9391746850276462,5.107674844374443,AS51 02-18-16 C5125 Index,2015-12-16,12
2015-12-07,154.0,172.0,165.5,0.0,call,2016-02-18,5125,AS51,5155.697,2015-12-07,0.18031553390003463,0.5137680022336696,0.000949954917913033,9.106278014083044,-0.917155373761779,4.9666642956242475,AS51 02-18-16 C5125 Index,2015-12-16,9
2015-12-08,132.0,150.0,146.2,0.0,call,2016-02-18,5125,AS51,5108.605,2015-12-08,0.18564006144936998,0.47051690463005363,0.0009368875304837375,8.953718626743159,-0.966174797006659,4.453121118728445,AS51 02-18-16 C5125 Index,2015-12-16,8
2015-12-09,120.0,135.0,129.6,0.0,call,2016-02-18,5125,AS51,5080.4529999999995,2015-12-09,0.18250103669058573,0.4425443585317136,0.0009583400007741504,8.781229179787342,-0.9529717701173726,4.121357062723889,AS51 02-18-16 C5125 Index,2015-12-16,7
2015-12-10,109.0,117.0,114.0,0.0,call,2016-02-18,5125,AS51,5037.717000000001,2015-12-10,0.18648930963030813,0.40396226629451976,0.0009353498282711495,8.489863764863225,-0.9721150530855344,3.684200831203563,AS51 02-18-16 C5125 Index,2015-12-16,6
2015-12-11,89.0,103.0,97.5,0.0,call,2016-02-18,5125,AS51,5029.45,2015-12-11,0.17183860245117666,0.38487180140078153,0.0010110378406766665,8.30778710308729,-0.8839771075909834,3.474941102117975,AS51 02-18-16 C5125 Index,2015-12-16,5
2015-12-14,61.0,67.0,63.5,0.0,call,2016-02-18,5125,AS51,4928.598,2015-12-14,0.17495488791055203,0.28714187467420854,0.0009252157094401504,7.109956481572341,-0.8326951826168997,2.444182284097168,AS51 02-18-16 C5125 Index,2015-12-16,2
2015-12-15,53.0,65.0,61.8,15.0,call,2016-02-18,5125,AS51,4909.555,2015-12-15,0.18139323254783757,0.27645953097681364,0.0008865359728944479,6.902750790566617,-0.8579384562181838,2.30704281422785,AS51 02-18-16 C5125 Index,2015-12-16,1
2015-12-16,89.0,103.0,98.2,15.0,call,2016-02-18,5125,AS51,5028.447,2015-12-16,0.1788404881132044,0.3863266506392622,0.0010104247489896225,8.011700120690714,-0.9683175487926227,3.2340569204200262,AS51 02-18-16 C5125 Index,2015-12-16,0
2015-12-17,116.0,130.0,126.4,105.0,call,2016-02-18,5125,AS51,5102.008,2015-12-17,0.17646860579023838,0.46078342746234435,0.0010540672988327536,8.357295340803784,-0.9872919556185056,3.8395837312427115,AS51 02-18-16 C5125 Index,2015-12-16,-1
2015-12-18,120.0,141.0,129.9,103.0,call,2016-02-18,5125,AS51,5106.659000000001,2015-12-18,0.179282221611129,0.4666091501513245,0.0010462901986763985,8.30925188693106,-1.0156167351293548,3.826867304064712,AS51 02-18-16 C5125 Index,2015-12-16,-2
2015-12-21,122.0,139.0,122.8,103.0,call,2016-02-18,5125,AS51,5109.049,2015-12-21,0.1729654692071389,0.46710377423101146,0.001111689671373767,8.1130147036466,-1.003523890519517,3.659060497732583,AS51 02-18-16 C5125 Index,2015-12-16,-5
2015-12-22,119.0,128.0,126.4,142.0,call,2016-02-18,5125,AS51,5116.691,2015-12-22,0.17421274215139324,0.4760210860171619,0.0011132442994559115,8.068334715894204,-1.0221615649694378,3.669497610542078,AS51 02-18-16 C5125 Index,2015-12-16,-6
2015-12-23,125.0,141.0,134.8,142.0,call,2016-02-18,5125,AS51,5141.779,2015-12-23,0.17064670117863492,0.5038287225557907,0.0011423033549614787,8.048003436488582,-1.0030629555598591,3.8350473665301075,AS51 02-18-16 C5125 Index,2015-12-16,-7
2015-12-24,158.0,173.0,164.9,142.0,call,2016-02-18,5125,AS51,5207.649,2015-12-24,0.16485019184417388,0.5809751615038462,0.0011513916720558351,7.897526880994522,-0.9265626870858267,4.388888335739706,AS51 02-18-16 C5125 Index,2015-12-16,-8
2015-12-29,217.0,236.0,225.5,140.0,call,2016-02-18,5125,AS51,5267.344,2015-12-29,0.20371569691949537,0.6318616442947338,0.0009305093519397453,7.348622063532152,-1.206107244623407,4.335325059896055,AS51 02-18-16 C5125 Index,2015-12-16,-13
2015-12-30,246.0,258.0,255.5,140.0,call,2016-02-18,5125,AS51,5319.941999999999,2015-12-30,0.19885111365359498,0.6847081654758376,0.0008968365930674997,6.9140462861497625,-1.0881727559092975,4.6398735989833675,AS51 02-18-16 C5125 Index,2015-12-16,-14
2015-12-31,219.0,241.0,228.3,140.0,call,2016-02-18,5125,AS51,5295.859,2015-12-31,0.1847092645007585,0.6745406534178372,0.000993541274496325,6.909563867964585,-1.022216906342782,4.489168145840218,AS51 02-18-16 C5125 Index,2015-12-16,-15
2016-01-04,203.0,225.0,225.0,140.0,call,2016-02-18,5125,AS51,5270.475,2016-01-04,0.21095489784891844,0.6404262987458106,0.0009493177719576232,6.858361755340617,-1.3424661919570093,3.883994133142593,AS51 02-18-16 C5125 Index,2015-12-16,-19
2016-01-05,152.0,170.0,156.4,148.0,call,2016-02-18,5125,AS51,5184.434,2016-01-05,0.1887771831810366,0.5597699877614948,0.00115317447101274,7.053538369796814,-1.2869724216037748,3.3098735478392394,AS51 02-18-16 C5125 Index,2015-12-16,-20
2016-01-06,113.0,126.0,119.7,177.0,call,2016-02-18,5125,AS51,5123.134,2016-01-06,0.18412101089457752,0.4872664046604108,0.0012252943621174513,6.975748393653387,-1.2996484824144066,2.7998667574044083,AS51 02-18-16 C5125 Index,2015-12-16,-21
2016-01-07,70.0,81.0,75.2,243.0,call,2016-02-18,5125,AS51,5010.34,2016-01-07,0.19039110745209542,0.3549479595643684,0.0011466048874163276,6.305960855259745,-1.291689099041036,1.959858035846493,AS51 02-18-16 C5125 Index,2015-12-16,-22
2016-01-08,58.0,70.0,66.2,247.0,call,2016-02-18,5125,AS51,4990.839,2016-01-08,0.18869310092849312,0.32950456546663326,0.001143229488899379,6.0356987086983835,-1.2618210057709807,1.7728896897634518,AS51 02-18-16 C5125 Index,2015-12-16,-23
2016-01-11,49.0,53.0,49.5,292.0,call,2016-02-18,5125,AS51,4932.237,2016-01-11,0.19675381658678257,0.2672804663555923,0.0010481680954975894,5.22315251810912,-1.2505076482554984,1.3209326852158818,AS51 02-18-16 C5125 Index,2015-12-16,-26
2016-01-12,47.0,51.0,51.0,292.0,call,2016-02-18,5125,AS51,4925.1320000000005,2016-01-12,0.20579714225165135,0.2674309044954409,0.0010173753497112689,5.148315569672258,-1.330087204976988,1.283476786416966,AS51 02-18-16 C5125 Index,2015-12-16,-27
2016-01-13,52.0,64.0,58.3,300.0,call,2016-02-18,5125,AS51,4987.44,2016-01-13,0.18812597550370727,0.3153220497566483,0.0012030102310489886,5.552429976178368,-1.3294901273168722,1.4936052859774993,AS51 02-18-16 C5125 Index,2015-12-16,-28
2016-01-14,39.0,47.0,45.1,294.0,call,2016-02-18,5125,AS51,4909.383,2016-01-14,0.20743933723900979,0.2477941732596357,0.0010009044936755533,4.798580269860456,-1.3282027624622779,1.1232760975204619,AS51 02-18-16 C5125 Index,2015-12-16,-29
