,bid,ask,last,openinterest,type,expiration,strike,underlying,underlying_last,quotedate,implied_vol,delta,gamma,vega,theta,rho,ticker,event_date,day_to_event
2016-03-02,725.0,775.0,777.3,0.0,call,2016-04-21,4250,AS51,5021.23,2016-03-02,0.34056209231965456,0.9068582812691556,0.0002497782559256956,2.9379764067169987,-0.6202203505845246,5.172936996790577,AS51 04-21-16 C4250 Index,2016-03-16,14
2016-03-03,781.0,846.0,834.6,0.0,call,2016-04-21,4250,AS51,5081.12,2016-03-03,0.35224548748984247,0.9166216089504329,0.00022067881132495132,2.6941898344564823,-0.5774639696469599,5.13206452311893,AS51 04-21-16 C4250 Index,2016-03-16,13
2016-03-04,810.0,875.0,844.2,0.0,call,2016-04-21,4250,AS51,5090.025,2016-03-04,0.3598129062029815,0.9167277584890623,0.0002179360559423105,2.671738987008169,-0.6093455409927172,5.026148658283778,AS51 04-21-16 C4250 Index,2016-03-16,12
2016-03-07,880.0,890.0,886.7,0.0,call,2016-04-21,4250,AS51,5142.814,2016-03-07,0.33624590112896074,0.9447986120948512,0.0001687723934110505,1.850459960908068,-0.2827476811939217,4.897261885638043,AS51 04-21-16 C4250 Index,2016-03-16,9
2016-03-08,833.0,898.0,867.6,0.0,call,2016-04-21,4250,AS51,5107.96,2016-03-08,0.39644045492423796,0.9113501418152348,0.00021758124562534282,2.713027600048795,-0.8298933447425316,4.565801728685153,AS51 04-21-16 C4250 Index,2016-03-16,8
2016-03-09,843.0,908.0,912.7,0.0,call,2016-04-21,4250,AS51,5157.192,2016-03-09,0.3992874346897077,0.9224833660270674,0.0001943579739942711,2.431589159035748,-0.7267613424380531,4.529400682809264,AS51 04-21-16 C4250 Index,2016-03-16,7
2016-03-10,898.0,963.0,914.6,0.0,call,2016-04-21,4250,AS51,5150.073,2016-03-10,0.4349571252161583,0.9074599489009292,0.00020877527075076303,2.7714605505286687,-1.0391166158926535,4.325292307382857,AS51 04-21-16 C4250 Index,2016-03-16,6
2016-03-11,871.0,936.0,936.8,0.0,call,2016-04-21,4250,AS51,5166.393,2016-03-11,0.46518216223420467,0.9004267754730014,0.00020879367048948596,2.9120997885473794,-1.2566154815943877,4.173191840615554,AS51 04-21-16 C4250 Index,2016-03-16,5
2016-03-14,923.0,988.0,930.5,0.0,call,2016-04-21,4250,AS51,5185.458,2016-03-14,0.3688283167714307,0.9516309731863399,0.00014986436108947612,1.547346572644565,-0.33452679368293836,4.168696241982517,AS51 04-21-16 C4250 Index,2016-03-16,2
2016-03-15,845.0,910.0,861.9,0.0,call,2016-04-21,4250,AS51,5111.424,2016-03-15,0.37918274912729943,0.9370424125672736,0.0001888235965777183,1.896258373982601,-0.5694742510043334,3.981525474924048,AS51 04-21-16 C4250 Index,2016-03-16,1
2016-03-16,835.0,900.0,880.5,0.0,call,2016-04-21,4250,AS51,5119.027,2016-03-16,0.4367811998019516,0.9159293833241107,0.00021077235679465902,2.3793704594031526,-1.047951112075907,3.7560005687633153,AS51 04-21-16 C4250 Index,2016-03-16,0
2016-03-17,904.0,969.0,944.2,0.0,call,2016-04-21,4250,AS51,5168.153,2016-03-17,0.5160928804341108,0.8971265099014037,0.00021000936493420315,2.775955078229757,-1.6520495581567805,3.5405492389979845,AS51 04-21-16 C4250 Index,2016-03-16,-1
2016-03-18,898.0,963.0,933.7,0.0,call,2016-04-21,4250,AS51,5183.124,2016-03-18,0.4135962315074136,0.9429094922826805,0.0001647379408775101,1.7050591778707491,-0.6240863170790889,3.6827279960399455,AS51 04-21-16 C4250 Index,2016-03-16,-2
2016-03-21,879.0,944.0,935.8,0.0,call,2016-04-21,4250,AS51,5166.568,2016-03-21,0.5140223914694102,0.9100683263406305,0.00020283508870325907,2.363732099836216,-1.5605734118151562,3.198630867759913,AS51 04-21-16 C4250 Index,2016-03-16,-5
2016-03-22,892.0,957.0,931.8,0.0,call,2016-04-21,4250,AS51,5166.623,2016-03-22,0.5027427595879228,0.9175360269366681,0.00019713865343486004,2.1745006739139687,-1.4201830875185084,3.1304899233695416,AS51 04-21-16 C4250 Index,2016-03-16,-6
2016-03-23,894.0,899.0,902.2,0.0,call,2016-04-21,4250,AS51,5142.266,2016-03-23,0.47436286095579244,0.92668222235923,0.00019457866613636465,1.9391888766691412,-1.183717007715964,3.0692698098747107,AS51 04-21-16 C4250 Index,2016-03-16,-7
2016-03-24,833.0,839.0,853.8,0.0,call,2016-04-21,4250,AS51,5084.207,2016-03-24,0.5039156731336547,0.9065410852331572,0.00022866921806805082,2.284952563447923,-1.6679209850037096,2.880733996636724,AS51 04-21-16 C4250 Index,2016-03-16,-8
2016-03-29,797.0,804.0,764.5,0.0,call,2016-04-21,4250,AS51,5004.516,2016-03-29,0.46008991867636384,0.9249148073890794,0.0002378643265028072,1.7271544144858795,-1.3420964109697668,2.4350074493413154,AS51 04-21-16 C4250 Index,2016-03-16,-13
2016-03-30,753.0,803.0,764.6,0.0,call,2016-04-21,4250,AS51,5010.268,2016-03-30,0.4338414514934958,0.9407104600047514,0.00021304533900011067,1.3984753375791843,-0.9871374149426766,2.3799850227560517,AS51 04-21-16 C4250 Index,2016-03-16,-14
2016-03-31,814.0,871.0,837.1,0.0,call,2016-04-21,4250,AS51,5082.785,2016-03-31,0.47194079231435554,0.945292473980731,0.00018517839247331652,1.2989957687895521,-1.0575064324686105,2.2827393576604145,AS51 04-21-16 C4250 Index,2016-03-16,-15
2016-04-01,747.0,797.0,747.7,0.0,call,2016-04-21,4250,AS51,4999.385,2016-04-01,0.3896649446673817,0.9624354877104946,0.00016977650955494477,0.9060230251738165,-0.48424818097039907,2.226786597658921,AS51 04-21-16 C4250 Index,2016-03-16,-16
2016-04-04,754.0,819.0,751.9,0.0,call,2016-04-21,4250,AS51,4995.319,2016-04-04,0.4887217143236118,0.9401190549285025,0.00021942833619096564,1.2463409294471672,-1.4016385199175174,1.8370687072572236,AS51 04-21-16 C4250 Index,2016-03-16,-19
2016-04-05,662.0,712.0,681.6,0.0,call,2016-04-21,4250,AS51,4924.385,2016-04-05,0.4701796598611627,0.93552702249555,0.0002535961921842841,1.2674699843781838,-1.4825338455315484,1.7206773640204927,AS51 04-21-16 C4250 Index,2016-03-16,-20
2016-04-06,703.0,709.0,704.8,0.0,call,2016-04-21,4250,AS51,4945.912,2016-04-06,0.5072728909737177,0.9333919558203065,0.0002484776293518434,1.2671269075830691,-1.7609887479450372,1.6075374554774482,AS51 04-21-16 C4250 Index,2016-03-16,-21
2016-04-07,711.0,761.0,719.2,0.0,call,2016-04-21,4250,AS51,4964.079000000001,2016-04-07,0.4978011369686649,0.9469139990379771,0.00021763836643044684,1.0240092546678552,-1.4319126623524432,1.5270954127130467,AS51 04-21-16 C4250 Index,2016-03-16,-22
2016-04-08,678.0,728.0,685.6,0.0,call,2016-04-21,4250,AS51,4937.617,2016-04-08,0.40195401423562876,0.9757880627184082,0.0001433635820310393,0.5003806431026363,-0.37770061880160727,1.4718378205309923,AS51 04-21-16 C4250 Index,2016-03-16,-23
2016-04-11,669.0,675.0,675.9,0.0,call,2016-04-21,4250,AS51,4931.532,2016-04-11,,,,,,,AS51 04-21-16 C4250 Index,2016-03-16,-26
2016-04-12,687.0,737.0,724.8,0.0,call,2016-04-21,4250,AS51,4975.646,2016-04-12,0.4939512248595855,0.9793271166176077,0.00012311198966203314,0.3712214051630261,-0.6168176063580068,1.0227908343673806,AS51 04-21-16 C4250 Index,2016-03-16,-27
2016-04-13,756.0,815.0,810.6,0.0,call,2016-04-21,4250,AS51,5054.655,2016-04-13,0.6971286156494395,0.9568624986692696,0.00017232317009041384,0.672723726433428,-2.5278270079929945,0.8824131097449024,AS51 04-21-16 C4250 Index,2016-03-16,-28
2016-04-14,811.0,876.0,863.7,0.0,call,2016-04-21,4250,AS51,5118.622,2016-04-14,,,,,,,AS51 04-21-16 C4250 Index,2016-03-16,-29
2016-04-15,865.0,928.0,917.7,0.0,call,2016-04-21,4250,AS51,5157.486,2016-04-15,0.9366387730585994,0.9516224455667659,0.0001601807029360505,0.6560196202749273,-4.706666514004767,0.6559363463500859,AS51 04-21-16 C4250 Index,2016-03-16,-30
2016-04-18,866.0,931.0,899.9,0.0,call,2016-04-21,4250,AS51,5137.055,2016-04-18,1.3323163254147699,0.9478762825058205,0.00017082874663076244,0.49365680185964167,-10.551773203393346,0.32625144628174824,AS51 04-21-16 C4250 Index,2016-03-16,-33
2016-04-19,916.0,981.0,951.9,0.0,call,2016-04-21,4250,AS51,5188.813,2016-04-19,1.6935907547495073,0.9506527213015112,0.00015626136793087073,0.390421086845628,-16.113053296425786,0.2181292711657347,AS51 04-21-16 C4250 Index,2016-03-16,-34
2016-04-20,922.0,987.0,975.9,0.0,call,2016-04-21,4250,AS51,5215.9529999999995,2016-04-20,2.3021521387277195,0.9606124428979301,0.00013504777505217065,0.2317372924970219,-26.25043132185856,0.11053724255810375,AS51 04-21-16 C4250 Index,2016-03-16,-35
2016-04-21,,,976.0,0.0,call,2016-04-21,4250,AS51,5272.713000000001,2016-04-21,,,,,,,AS51 04-21-16 C4250 Index,2016-03-16,-36
2016-01-25,1.0,5.0,3.9,50.0,put,2016-04-21,3500,AS51,5006.564,2016-01-25,0.33589292130981185,-0.01290082782656901,4.044493033895024e-05,0.8116538926468475,-0.16136251139057078,-0.1632473247808981,AS51 04-21-16 P3500 Index,2016-03-16,51
2016-01-27,3.0,6.0,4.0,50.0,put,2016-04-21,3500,AS51,4946.441,2016-01-27,0.33139807972214436,-0.01365855849283335,4.409910208307955e-05,0.8327055555420761,-0.16722611067089682,-0.1666494949873197,AS51 04-21-16 P3500 Index,2016-03-16,49
2016-01-28,1.0,7.0,2.6,50.0,put,2016-04-21,3500,AS51,4976.164000000001,2016-01-28,0.31873280027635437,-0.009632943958886767,3.385827954314728e-05,0.6149891252187354,-0.12016380011513975,-0.11629997674376176,AS51 04-21-16 P3500 Index,2016-03-16,48
2016-01-29,1.0,7.0,2.0,50.0,put,2016-04-21,3500,AS51,5005.524,2016-01-29,0.31449092494281505,-0.0077028711526621945,2.8209076152140855e-05,0.5054536127441602,-0.09856846403153796,-0.09222529405905026,AS51 04-21-16 P3500 Index,2016-03-16,47
2016-02-01,,6.0,1.1,50.0,put,2016-04-21,3500,AS51,5043.589,2016-02-01,0.30400780178192865,-0.004671584485777722,1.8939683408269136e-05,0.3210213705100656,-0.06271807144166783,-0.054052716986387236,AS51 04-21-16 P3500 Index,2016-03-16,44
2016-02-02,2.0,6.0,2.0,50.0,put,2016-04-21,3500,AS51,4993.322,2016-02-02,0.32067326462648194,-0.0077585689034554185,2.8608720328874203e-05,0.4950790604256667,-0.10330309285147818,-0.08817922166402863,AS51 04-21-16 P3500 Index,2016-03-16,43
2016-02-03,2.0,8.0,3.9,50.0,put,2016-04-21,3500,AS51,4876.7570000000005,2016-02-03,0.33309409893665365,-0.01401475288425408,4.750361872742271e-05,0.8041880283896614,-0.17667413310528562,-0.1543898753441477,AS51 04-21-16 P3500 Index,2016-03-16,42
2016-02-04,1.0,6.0,2.1,50.0,put,2016-04-21,3500,AS51,4980.359,2016-02-04,0.32486797895882996,-0.008126131016485356,2.9870100537481057e-05,0.5077649862976333,-0.11006316925723134,-0.08980742000605935,AS51 04-21-16 P3500 Index,2016-03-16,41
2016-02-05,1.0,7.0,2.1,50.0,put,2016-04-21,3500,AS51,4976.1759999999995,2016-02-05,0.3263825347483427,-0.008146910420891966,3.001933023413828e-05,0.5051729662765808,-0.11142717620369402,-0.08878561557274055,AS51 04-21-16 P3500 Index,2016-03-16,40
2016-02-08,,6.0,1.6,50.0,put,2016-04-21,3500,AS51,4975.393,2016-02-08,0.3220068057291598,-0.006577026068827303,2.571398268434679e-05,0.40993894128070546,-0.0928018430594495,-0.06864657892732176,AS51 04-21-16 P3500 Index,2016-03-16,37
2016-02-09,2.0,7.0,4.0,50.0,put,2016-04-21,3500,AS51,4832.076,2016-02-09,0.340186235658416,-0.01471332700734185,5.0954707054460506e-05,0.7983773203059482,-0.1937737712437102,-0.14813440631473004,AS51 04-21-16 P3500 Index,2016-03-16,36
2016-02-10,5.0,8.0,6.7,50.0,put,2016-04-21,3500,AS51,4775.68,2016-02-10,0.36008930338858397,-0.022415985080343558,7.020680510504024e-05,1.1215673353770965,-0.2921558461399726,-0.22127018042803165,AS51 04-21-16 P3500 Index,2016-03-16,35
2016-02-11,3.0,9.0,4.4,50.0,put,2016-04-21,3500,AS51,4821.077,2016-02-11,0.34798980597827794,-0.015920883564607947,5.418326959357467e-05,0.8404754675841251,-0.21448408053015294,-0.15564127096193572,AS51 04-21-16 P3500 Index,2016-03-16,34
2016-02-12,4.0,10.0,7.3,50.0,put,2016-04-21,3500,AS51,4765.346,2016-02-12,0.3685779085004407,-0.02401805375751562,7.390079036421091e-05,1.169293375091736,-0.3205745085979785,-0.23016573182685426,AS51 04-21-16 P3500 Index,2016-03-16,33
2016-02-15,3.0,9.0,4.4,50.0,put,2016-04-21,3500,AS51,4843.46,2016-02-15,0.3630038411625329,-0.015667070030024634,5.252096835634581e-05,0.8087353960534334,-0.2279108277027267,-0.1451689474658391,AS51 04-21-16 P3500 Index,2016-03-16,30
2016-02-16,2.0,8.0,3.4,50.0,put,2016-04-21,3500,AS51,4910.037,2016-02-16,0.3648650395046139,-0.012325139750070766,4.223720971700966e-05,0.66163351172188,-0.19009412232735654,-0.11382460255332012,AS51 04-21-16 P3500 Index,2016-03-16,29
2016-02-17,2.0,7.0,3.3,50.0,put,2016-04-21,3500,AS51,4882.1,2016-02-17,0.36098302309668634,-0.012272876054478077,4.31116072911885e-05,0.6504013640469168,-0.18778098939294205,-0.1108469622979813,AS51 04-21-16 P3500 Index,2016-03-16,28
2016-02-18,1.0,5.0,2.2,50.0,put,2016-04-21,3500,AS51,4991.997,2016-02-18,0.3642637371759019,-0.008345983171525323,3.0085796462214378e-05,0.4713828397210301,-0.13930945537292302,-0.07570895194852623,AS51 04-21-16 P3500 Index,2016-03-16,27
2016-02-19,1.0,5.0,2.2,50.0,put,2016-04-21,3500,AS51,4952.795999999999,2016-02-19,0.36021977410434525,-0.008559405599406307,3.16036455326895e-05,0.4743560425621777,-0.14088885688029112,-0.07574699639828124,AS51 04-21-16 P3500 Index,2016-03-16,26
2016-02-22,1.0,4.0,1.7,50.0,put,2016-04-21,3500,AS51,5001.224,2016-02-22,0.36636437311185954,-0.006770600691358563,2.5664170953667347e-05,0.38014758362744777,-0.12049725506796582,-0.05748263423699467,AS51 04-21-16 P3500 Index,2016-03-16,23
2016-02-23,1.0,3.0,1.3,50.0,put,2016-04-21,3500,AS51,4979.588,2016-02-23,0.35413998708043903,-0.005547098948804381,2.2541943153280474e-05,0.3145489717504811,-0.09804842923436316,-0.04595867142181301,AS51 04-21-16 P3500 Index,2016-03-16,22
2016-02-24,1.0,4.0,1.3,50.0,put,2016-04-21,3500,AS51,4875.019,2016-02-24,0.33842395567567485,-0.005952647680818364,2.58759875929995e-05,0.32500695007687724,-0.09860663153101751,-0.04734790194588612,AS51 04-21-16 P3500 Index,2016-03-16,21
2016-02-25,1.0,4.0,1.8,200.0,put,2016-04-21,3500,AS51,4881.1759999999995,2016-02-25,0.35646260081648956,-0.007667438642976618,3.0957398233279166e-05,0.4033875799598535,-0.13111971200646919,-0.060182536416217014,AS51 04-21-16 P3500 Index,2016-03-16,20
2016-02-26,1.0,4.0,1.2,200.0,put,2016-04-21,3500,AS51,4879.958,2016-02-26,0.34234645828394117,-0.005563135607762312,2.449863668596641e-05,0.30096067336506405,-0.09565405363098677,-0.04271596565151097,AS51 04-21-16 P3500 Index,2016-03-16,19
2016-02-29,,3.0,0.7,200.0,put,2016-04-21,3500,AS51,4880.9259999999995,2016-02-29,0.33195350577934707,-0.0035957986419934457,1.7595997932099213e-05,0.1982467552018621,-0.06456636228941406,-0.026001178309273038,AS51 04-21-16 P3500 Index,2016-03-16,16
2016-03-01,,2.0,0.8,200.0,put,2016-04-21,3500,AS51,4922.252,2016-03-01,0.3477169391302166,-0.003894050713834324,1.806572736136588e-05,0.21266023998503522,-0.07390142509584358,-0.027899793003503936,AS51 04-21-16 P3500 Index,2016-03-16,15
2016-03-02,,2.0,0.4,200.0,put,2016-04-21,3500,AS51,5021.23,2016-03-02,0.3442533392075752,-0.002060899050971386,1.0177747354572723e-05,0.12101165408991855,-0.042419150452519365,-0.014723627591382266,AS51 04-21-16 P3500 Index,2016-03-16,14
2016-03-03,,2.0,0.1,200.0,put,2016-04-21,3500,AS51,5081.12,2016-03-03,0.3175048299915887,-0.0006135813077269913,3.6314310949662037e-06,0.039962280447686,-0.013177259462160196,-0.0043196255468923575,AS51 04-21-16 P3500 Index,2016-03-16,13
2016-03-04,,1.0,0.1,200.0,put,2016-04-21,3500,AS51,5090.025,2016-03-04,0.3222331978487008,-0.0006099501966460776,3.5892050823697933e-06,0.03940549243241392,-0.013455949433607207,-0.004214349698213858,AS51 04-21-16 P3500 Index,2016-03-16,12
2016-03-07,,1.0,,200.0,put,2016-04-21,3500,AS51,5142.814,2016-03-07,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,9
2016-03-08,,1.0,,200.0,put,2016-04-21,3500,AS51,5107.96,2016-03-08,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,8
2016-03-09,,1.0,,200.0,put,2016-04-21,3500,AS51,5157.192,2016-03-09,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,7
2016-03-10,,1.0,,200.0,put,2016-04-21,3500,AS51,5150.073,2016-03-10,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,6
2016-03-11,,1.0,,200.0,put,2016-04-21,3500,AS51,5166.393,2016-03-11,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,5
2016-03-14,,1.0,,200.0,put,2016-04-21,3500,AS51,5185.458,2016-03-14,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,2
2016-03-15,,2.0,,200.0,put,2016-04-21,3500,AS51,5111.424,2016-03-15,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,1
2016-03-16,,2.0,,200.0,put,2016-04-21,3500,AS51,5119.027,2016-03-16,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,0
2016-03-17,,2.0,0.1,200.0,put,2016-04-21,3500,AS51,5168.153,2016-03-17,0.39227000698183667,-0.0005793457978893597,3.2430472880828057e-06,0.032582491362819356,-0.018479554972304076,-0.0029669909676431527,AS51 04-21-16 P3500 Index,2016-03-16,-1
2016-03-18,,1.0,,200.0,put,2016-04-21,3500,AS51,5183.124,2016-03-18,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-2
2016-03-21,,1.0,,200.0,put,2016-04-21,3500,AS51,5166.568,2016-03-21,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-5
2016-03-22,,1.0,,200.0,put,2016-04-21,3500,AS51,5166.623,2016-03-22,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-6
2016-03-23,,1.0,,200.0,put,2016-04-21,3500,AS51,5142.266,2016-03-23,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-7
2016-03-24,,1.0,,200.0,put,2016-04-21,3500,AS51,5084.207,2016-03-24,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-8
2016-03-29,,2.0,,200.0,put,2016-04-21,3500,AS51,5004.516,2016-03-29,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-13
2016-03-30,,1.0,,200.0,put,2016-04-21,3500,AS51,5010.268,2016-03-30,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-14
2016-03-31,,2.0,,200.0,put,2016-04-21,3500,AS51,5082.785,2016-03-31,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-15
2016-04-01,,2.0,,200.0,put,2016-04-21,3500,AS51,4999.385,2016-04-01,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-16
2016-04-04,,2.0,,200.0,put,2016-04-21,3500,AS51,4995.319,2016-04-04,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-19
2016-04-05,,1.0,,200.0,put,2016-04-21,3500,AS51,4924.385,2016-04-05,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-20
2016-04-06,,2.0,,200.0,put,2016-04-21,3500,AS51,4945.912,2016-04-06,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-21
2016-04-07,,2.0,,200.0,put,2016-04-21,3500,AS51,4964.079000000001,2016-04-07,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-22
2016-04-08,,2.0,,200.0,put,2016-04-21,3500,AS51,4937.617,2016-04-08,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-23
2016-04-11,,2.0,,200.0,put,2016-04-21,3500,AS51,4931.532,2016-04-11,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-26
2016-04-12,,2.0,,200.0,put,2016-04-21,3500,AS51,4975.646,2016-04-12,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-27
2016-04-13,,1.0,,200.0,put,2016-04-21,3500,AS51,5054.655,2016-04-13,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-28
2016-04-14,,2.0,,200.0,put,2016-04-21,3500,AS51,5118.622,2016-04-14,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-29
2016-04-15,,2.0,,200.0,put,2016-04-21,3500,AS51,5157.486,2016-04-15,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-30
2016-04-18,,2.0,,200.0,put,2016-04-21,3500,AS51,5137.055,2016-04-18,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-33
2016-04-19,,2.0,,200.0,put,2016-04-21,3500,AS51,5188.813,2016-04-19,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-34
2016-04-20,,3.0,,200.0,put,2016-04-21,3500,AS51,5215.9529999999995,2016-04-20,,,,,,,AS51 04-21-16 P3500 Index,2016-03-16,-35
2016-01-22,93.0,103.0,93.9,5.0,put,2016-04-21,4525,AS51,4915.9529999999995,2016-01-22,0.24744084783643544,-0.24529863761647897,0.0005181149639048038,7.639459268775137,-1.1365262588004954,-3.204928537364325,AS51 04-21-16 P4525 Index,2016-03-16,54
2016-01-25,72.0,86.0,72.2,5.0,put,2016-04-21,4525,AS51,5006.564,2016-01-25,0.2497674093762383,-0.19926770444655043,0.00045560863238505603,6.79882160666407,-1.0476368721214515,-2.5500451190052678,AS51 04-21-16 P4525 Index,2016-03-16,51
2016-01-27,66.0,80.0,77.7,5.0,put,2016-04-21,4525,AS51,4946.441,2016-01-27,0.2426005815575402,-0.21997318917525194,0.0005089835839765604,7.035700451744173,-1.0822918671152,-2.714840387840108,AS51 04-21-16 P4525 Index,2016-03-16,49
2016-01-28,81.0,95.0,74.3,5.0,put,2016-04-21,4525,AS51,4976.164000000001,2016-01-28,0.2484449999819989,-0.20855071686882012,0.00048189778394570844,6.822773935252708,-1.0836053821584883,-2.559313310530754,AS51 04-21-16 P4525 Index,2016-03-16,48
2016-01-29,61.0,75.0,62.7,5.0,put,2016-04-21,4525,AS51,5005.524,2016-01-29,0.24126791336556833,-0.18739808649854808,0.00046539154564750223,6.397383438976366,-0.9974762477198692,-2.275622641654037,AS51 04-21-16 P4525 Index,2016-03-16,47
2016-02-01,49.0,57.0,53.7,5.0,put,2016-04-21,4525,AS51,5043.589,2016-02-01,0.24235218408930292,-0.16690138843339583,0.00043547681675506784,5.884214256076141,-0.9521298848648982,-1.962700288849101,AS51 04-21-16 P4525 Index,2016-03-16,44
2016-02-02,53.0,65.0,62.6,5.0,put,2016-04-21,4525,AS51,4993.322,2016-02-02,0.24389908889095244,-0.18968896015945574,0.0004766685647318352,6.27393569032386,-1.036846929281749,-2.1855470294735717,AS51 04-21-16 P4525 Index,2016-03-16,43
2016-02-03,69.0,83.0,93.3,5.0,put,2016-04-21,4525,AS51,4876.7570000000005,2016-02-03,0.2527274349607818,-0.2557305447286138,0.0005618430013372322,7.216578418464086,-1.2586090909206222,-2.8644927803092686,AS51 04-21-16 P4525 Index,2016-03-16,42
2016-02-04,70.0,78.0,68.6,5.0,put,2016-04-21,4525,AS51,4980.359,2016-02-04,0.2527894281794705,-0.2002538952015602,0.0004826817638629973,6.384677389411273,-1.119891010991653,-2.2486875143127487,AS51 04-21-16 P4525 Index,2016-03-16,41
2016-02-05,67.0,75.0,68.1,5.0,put,2016-04-21,4525,AS51,4976.1759999999995,2016-02-05,0.25245068101526313,-0.20054666817410102,0.00048735760759358087,6.343610200353273,-1.1255080419093642,-2.2197320354970502,AS51 04-21-16 P4525 Index,2016-03-16,40
2016-02-08,70.0,84.0,65.5,5.0,put,2016-04-21,4525,AS51,4975.393,2016-02-08,0.2534772132635598,-0.19721348691973145,0.0004904491302538403,6.154852786592296,-1.1393585881155708,-2.0934292046520464,AS51 04-21-16 P4525 Index,2016-03-16,37
2016-02-09,78.0,87.0,107.4,5.0,put,2016-04-21,4525,AS51,4832.076,2016-02-09,0.2667713966382198,-0.28262833213696764,0.0005878956203662519,7.223482616640181,-1.435951826423808,-2.9058047618085765,AS51 04-21-16 P4525 Index,2016-03-16,36
2016-02-10,133.0,148.0,136.6,5.0,put,2016-04-21,4525,AS51,4775.68,2016-02-10,0.2852007210592284,-0.3238612459295622,0.0005951944935677432,7.530875111325051,-1.6225226540063515,-3.274282052663653,AS51 04-21-16 P4525 Index,2016-03-16,35
2016-02-11,111.0,125.0,115.7,5.0,put,2016-04-21,4525,AS51,4821.077,2016-02-11,0.2779905091990961,-0.29269467110070724,0.000583035386275561,7.224672993681215,-1.5353334206020426,-2.928116391250216,AS51 04-21-16 P4525 Index,2016-03-16,34
2016-02-12,136.0,154.0,143.9,5.0,put,2016-04-21,4525,AS51,4765.346,2016-02-12,0.29485185697572514,-0.3317681360820288,0.0005910204631581139,7.480859355524696,-1.7105825065392397,-3.2607508836770047,AS51 04-21-16 P4525 Index,2016-03-16,33
2016-02-15,96.0,109.0,103.3,5.0,put,2016-04-21,4525,AS51,4843.46,2016-02-15,0.27812599958488954,-0.27463004620662246,0.0005797110172408937,6.839362915979767,-1.5363288945856826,-2.5920092185642534,AS51 04-21-16 P4525 Index,2016-03-16,30
2016-02-16,67.0,80.0,74.1,5.0,put,2016-04-21,4525,AS51,4910.037,2016-02-16,0.261032214812224,-0.22422926786294925,0.0005515076600167374,6.180671745883635,-1.3204392292573583,-2.0925975372561507,AS51 04-21-16 P4525 Index,2016-03-16,29
2016-02-17,80.0,91.0,83.1,5.0,put,2016-04-21,4525,AS51,4882.1,2016-02-17,0.2671609820800049,-0.242605979666975,0.000570469790149533,6.369511605499717,-1.4146947654089752,-2.2225124880344356,AS51 04-21-16 P4525 Index,2016-03-16,28
2016-02-18,51.0,63.0,54.4,110.0,put,2016-04-21,4525,AS51,4991.997,2016-02-18,0.25967472276339737,-0.17730990596019064,0.0004812512945730459,5.375240542761539,-1.171868663059557,-1.6216554157064087,AS51 04-21-16 P4525 Index,2016-03-16,27
2016-02-19,51.0,59.0,55.2,110.0,put,2016-04-21,4525,AS51,4952.795999999999,2016-02-19,0.2501419167689494,-0.18732446101015088,0.0005252917856912504,5.4750335965313655,-1.1717186763844742,-1.6697191823008313,AS51 04-21-16 P4525 Index,2016-03-16,26
2016-02-22,39.0,47.0,41.6,110.0,put,2016-04-21,4525,AS51,5001.224,2016-02-22,0.24620986808931297,-0.15381952694640957,0.0004777215547571201,4.755454743261213,-1.0482025674826834,-1.3107470871273639,AS51 04-21-16 P4525 Index,2016-03-16,23
2016-02-23,33.0,46.0,42.2,147.0,put,2016-04-21,4525,AS51,4979.588,2016-02-23,0.2425886019628761,-0.15918797805915452,0.0005023562416227419,4.801800878735275,-1.0618914916216293,-1.3266753870323973,AS51 04-21-16 P4525 Index,2016-03-16,22
